filename,width,height,class,xmin,ymin,xmax,ymax
0_Parade_marchingband_1_134.jpg,1024,839,face,675,157,703,204
0_Parade_marchingband_1_134.jpg,1024,839,face,683,118,714,167
0_Parade_marchingband_1_134.jpg,1024,839,face,718,122,740,150
0_Parade_marchingband_1_134.jpg,1024,839,face,787,86,815,130
0_Parade_marchingband_1_134.jpg,1024,839,face,847,123,873,159
0_Parade_marchingband_1_134.jpg,1024,839,face,869,125,889,160
0_Parade_marchingband_1_134.jpg,1024,839,face,893,115,916,151
0_Parade_marchingband_1_134.jpg,1024,839,face,321,87,348,137
0_Parade_marchingband_1_140.jpg,1024,679,face,417,247,499,358
0_Parade_marchingband_1_140.jpg,1024,679,face,24,312,45,338
0_Parade_marchingband_1_140.jpg,1024,679,face,85,303,115,338
0_Parade_marchingband_1_140.jpg,1024,679,face,160,275,189,307
0_Parade_marchingband_1_140.jpg,1024,679,face,322,228,367,281
0_Parade_marchingband_1_140.jpg,1024,679,face,633,269,663,304
0_Parade_marchingband_1_140.jpg,1024,679,face,531,279,569,319
0_Parade_marchingband_1_140.jpg,1024,679,face,893,277,922,310
0_Parade_marchingband_1_140.jpg,1024,679,face,927,280,950,312
0_Parade_marchingband_1_173.jpg,1024,703,face,0,159,20,184
0_Parade_marchingband_1_173.jpg,1024,703,face,26,152,49,176
0_Parade_marchingband_1_173.jpg,1024,703,face,96,145,125,176
0_Parade_marchingband_1_173.jpg,1024,703,face,140,107,174,144
0_Parade_marchingband_1_173.jpg,1024,703,face,220,138,256,180
0_Parade_marchingband_1_173.jpg,1024,703,face,251,146,273,172
0_Parade_marchingband_1_173.jpg,1024,703,face,332,109,372,154
0_Parade_marchingband_1_173.jpg,1024,703,face,305,149,333,184
0_Parade_marchingband_1_173.jpg,1024,703,face,365,127,395,155
0_Parade_marchingband_1_173.jpg,1024,703,face,465,77,510,127
0_Parade_marchingband_1_173.jpg,1024,703,face,491,124,512,155
0_Parade_marchingband_1_173.jpg,1024,703,face,517,128,542,155
0_Parade_marchingband_1_173.jpg,1024,703,face,573,124,605,159
0_Parade_marchingband_1_173.jpg,1024,703,face,630,101,668,142
0_Parade_marchingband_1_173.jpg,1024,703,face,768,127,797,155
0_Parade_marchingband_1_173.jpg,1024,703,face,794,80,840,127
0_Parade_marchingband_1_173.jpg,1024,703,face,882,122,923,168
0_Parade_marchingband_1_173.jpg,1024,703,face,927,129,961,164
0_Parade_marchingband_1_173.jpg,1024,703,face,960,122,989,149
0_Parade_marchingband_1_173.jpg,1024,703,face,984,138,1008,162
0_Parade_marchingband_1_186.jpg,1024,534,face,154,108,187,146
0_Parade_marchingband_1_186.jpg,1024,534,face,414,115,447,157
0_Parade_marchingband_1_186.jpg,1024,534,face,680,131,714,175
0_Parade_marchingband_1_186.jpg,1024,534,face,976,119,1007,161
0_Parade_marchingband_1_251.jpg,1024,1537,face,9,357,93,504
0_Parade_marchingband_1_251.jpg,1024,1537,face,523,357,619,495
0_Parade_marchingband_1_251.jpg,1024,1537,face,685,486,754,594
0_Parade_marchingband_1_273.jpg,1024,755,face,178,238,233,311
0_Parade_marchingband_1_273.jpg,1024,755,face,248,235,307,308
0_Parade_marchingband_1_273.jpg,1024,755,face,363,157,422,230
0_Parade_marchingband_1_273.jpg,1024,755,face,468,153,521,225
0_Parade_marchingband_1_273.jpg,1024,755,face,629,110,685,191
0_Parade_marchingband_1_273.jpg,1024,755,face,745,138,800,215
0_Parade_marchingband_1_278.jpg,1024,768,face,98,258,144,311
0_Parade_marchingband_1_278.jpg,1024,768,face,212,436,258,491
0_Parade_marchingband_1_278.jpg,1024,768,face,461,425,500,473
0_Parade_marchingband_1_278.jpg,1024,768,face,665,265,701,315
0_Parade_marchingband_1_278.jpg,1024,768,face,818,227,875,290
0_Parade_marchingband_1_285.jpg,1024,768,face,222,176,340,316
0_Parade_marchingband_1_285.jpg,1024,768,face,100,4,216,134
0_Parade_marchingband_1_285.jpg,1024,768,face,484,4,602,138
0_Parade_marchingband_1_285.jpg,1024,768,face,674,140,792,284
0_Parade_marchingband_1_31.jpg,1024,683,face,89,34,121,70
0_Parade_marchingband_1_31.jpg,1024,683,face,266,150,295,186
0_Parade_marchingband_1_31.jpg,1024,683,face,297,201,330,243
0_Parade_marchingband_1_31.jpg,1024,683,face,178,249,211,293
0_Parade_marchingband_1_31.jpg,1024,683,face,41,283,88,342
0_Parade_marchingband_1_31.jpg,1024,683,face,363,322,399,359
0_Parade_marchingband_1_31.jpg,1024,683,face,478,152,501,178
0_Parade_marchingband_1_31.jpg,1024,683,face,476,249,505,289
0_Parade_marchingband_1_31.jpg,1024,683,face,378,133,403,162
0_Parade_marchingband_1_31.jpg,1024,683,face,592,103,617,132
0_Parade_marchingband_1_31.jpg,1024,683,face,670,237,703,287
0_Parade_marchingband_1_31.jpg,1024,683,face,537,251,566,287
0_Parade_marchingband_1_31.jpg,1024,683,face,527,436,569,490
0_Parade_marchingband_1_31.jpg,1024,683,face,697,492,742,560
0_Parade_marchingband_1_31.jpg,1024,683,face,286,435,329,495
0_Parade_marchingband_1_31.jpg,1024,683,face,379,218,414,260
0_Parade_marchingband_1_31.jpg,1024,683,face,891,304,935,354
0_Parade_marchingband_1_31.jpg,1024,683,face,737,248,775,293
0_Parade_marchingband_1_31.jpg,1024,683,face,229,575,276,641
0_Parade_marchingband_1_322.jpg,1024,683,face,106,134,224,292
0_Parade_marchingband_1_322.jpg,1024,683,face,458,154,592,308
0_Parade_marchingband_1_322.jpg,1024,683,face,772,280,870,408
0_Parade_marchingband_1_322.jpg,1024,683,face,312,94,384,186
0_Parade_marchingband_1_322.jpg,1024,683,face,706,96,770,182
0_Parade_marchingband_1_348.jpg,1024,683,face,5,246,25,272
0_Parade_marchingband_1_348.jpg,1024,683,face,133,234,167,276
0_Parade_marchingband_1_348.jpg,1024,683,face,167,257,190,287
0_Parade_marchingband_1_348.jpg,1024,683,face,298,227,319,253
0_Parade_marchingband_1_348.jpg,1024,683,face,419,236,446,264
0_Parade_marchingband_1_348.jpg,1024,683,face,520,192,559,240
0_Parade_marchingband_1_348.jpg,1024,683,face,708,231,732,259
0_Parade_marchingband_1_348.jpg,1024,683,face,889,209,928,262
0_Parade_marchingband_1_358.jpg,1024,1537,face,261,577,588,865
0_Parade_marchingband_1_358.jpg,1024,1537,face,27,480,336,804
0_Parade_marchingband_1_416.jpg,1024,768,face,850,164,876,197
0_Parade_marchingband_1_416.jpg,1024,768,face,945,131,974,170
0_Parade_marchingband_1_416.jpg,1024,768,face,869,407,904,445
0_Parade_marchingband_1_416.jpg,1024,768,face,774,406,806,442
0_Parade_marchingband_1_416.jpg,1024,768,face,651,400,680,441
0_Parade_marchingband_1_416.jpg,1024,768,face,494,458,525,493
0_Parade_marchingband_1_416.jpg,1024,768,face,468,373,500,406
0_Parade_marchingband_1_416.jpg,1024,768,face,576,385,609,414
0_Parade_marchingband_1_416.jpg,1024,768,face,396,363,421,401
0_Parade_marchingband_1_416.jpg,1024,768,face,273,372,303,413
0_Parade_marchingband_1_416.jpg,1024,768,face,173,370,207,409
0_Parade_marchingband_1_416.jpg,1024,768,face,157,152,188,186
0_Parade_marchingband_1_416.jpg,1024,768,face,257,150,281,190
0_Parade_marchingband_1_416.jpg,1024,768,face,411,214,432,241
0_Parade_marchingband_1_416.jpg,1024,768,face,469,262,498,293
0_Parade_marchingband_1_416.jpg,1024,768,face,634,282,662,310
0_Parade_marchingband_1_416.jpg,1024,768,face,727,239,754,266
0_Parade_marchingband_1_416.jpg,1024,768,face,597,160,620,188
0_Parade_marchingband_1_416.jpg,1024,768,face,654,179,680,208
0_Parade_marchingband_1_416.jpg,1024,768,face,533,169,557,195
0_Parade_marchingband_1_419.jpg,1024,768,face,772,202,824,268
0_Parade_marchingband_1_419.jpg,1024,768,face,515,252,571,313
0_Parade_marchingband_1_419.jpg,1024,768,face,319,206,368,275
0_Parade_marchingband_1_419.jpg,1024,768,face,175,203,241,283
0_Parade_marchingband_1_431.jpg,1024,683,face,254,416,404,560
0_Parade_marchingband_1_435.jpg,1024,686,face,24,258,98,360
0_Parade_marchingband_1_435.jpg,1024,686,face,192,256,248,346
0_Parade_marchingband_1_435.jpg,1024,686,face,358,262,418,350
0_Parade_marchingband_1_435.jpg,1024,686,face,472,266,544,344
0_Parade_marchingband_1_435.jpg,1024,686,face,570,286,632,364
0_Parade_marchingband_1_435.jpg,1024,686,face,738,270,796,342
0_Parade_marchingband_1_435.jpg,1024,686,face,816,258,874,322
0_Parade_marchingband_1_437.jpg,1024,979,face,286,242,380,348
0_Parade_marchingband_1_437.jpg,1024,979,face,508,278,596,380
0_Parade_marchingband_1_437.jpg,1024,979,face,704,220,778,322
0_Parade_marchingband_1_437.jpg,1024,979,face,828,292,898,374
0_Parade_marchingband_1_473.jpg,1024,768,face,278,219,330,290
0_Parade_marchingband_1_473.jpg,1024,768,face,422,205,472,262
0_Parade_marchingband_1_473.jpg,1024,768,face,607,226,660,286
0_Parade_marchingband_1_473.jpg,1024,768,face,758,206,815,276
0_Parade_marchingband_1_473.jpg,1024,768,face,924,227,989,299
0_Parade_marchingband_1_473.jpg,1024,768,face,132,214,186,277
0_Parade_marchingband_1_483.jpg,1024,768,face,583,379,640,441
0_Parade_marchingband_1_483.jpg,1024,768,face,676,299,721,359
0_Parade_marchingband_1_483.jpg,1024,768,face,616,275,655,316
0_Parade_marchingband_1_483.jpg,1024,768,face,617,224,654,261
0_Parade_marchingband_1_483.jpg,1024,768,face,453,294,497,347
0_Parade_marchingband_1_483.jpg,1024,768,face,361,281,394,324
0_Parade_marchingband_1_483.jpg,1024,768,face,374,380,424,435
0_Parade_marchingband_1_483.jpg,1024,768,face,250,414,292,467
0_Parade_marchingband_1_483.jpg,1024,768,face,485,419,533,484
0_Parade_marchingband_1_499.jpg,1024,768,face,798,228,833,273
0_Parade_marchingband_1_499.jpg,1024,768,face,690,216,727,257
0_Parade_marchingband_1_499.jpg,1024,768,face,652,273,687,313
0_Parade_marchingband_1_499.jpg,1024,768,face,355,279,387,326
0_Parade_marchingband_1_499.jpg,1024,768,face,395,219,433,262
0_Parade_marchingband_1_499.jpg,1024,768,face,520,266,554,300
0_Parade_marchingband_1_499.jpg,1024,768,face,553,270,585,311
0_Parade_marchingband_1_499.jpg,1024,768,face,407,311,436,349
0_Parade_marchingband_1_5.jpg,1024,683,face,495,177,532,228
0_Parade_marchingband_1_5.jpg,1024,683,face,406,203,444,251
0_Parade_marchingband_1_5.jpg,1024,683,face,316,213,354,255
0_Parade_marchingband_1_5.jpg,1024,683,face,221,226,259,268
0_Parade_marchingband_1_5.jpg,1024,683,face,23,208,55,243
0_Parade_marchingband_1_5.jpg,1024,683,face,919,166,960,209
0_Parade_marchingband_1_5.jpg,1024,683,face,784,152,822,197
0_Parade_marchingband_1_5.jpg,1024,683,face,714,190,753,235
0_Parade_marchingband_1_5.jpg,1024,683,face,594,185,626,221
0_Parade_marchingband_1_5.jpg,1024,683,face,146,215,179,248
0_Parade_marchingband_1_511.jpg,1024,683,face,970,66,1024,204
0_Parade_marchingband_1_511.jpg,1024,683,face,478,132,556,241
0_Parade_marchingband_1_511.jpg,1024,683,face,281,213,333,288
0_Parade_marchingband_1_512.jpg,1024,695,face,827,182,869,226
0_Parade_marchingband_1_512.jpg,1024,695,face,385,130,438,200
0_Parade_marchingband_1_512.jpg,1024,695,face,99,93,174,205
0_Parade_marchingband_1_535.jpg,1024,667,face,910,232,943,271
0_Parade_marchingband_1_535.jpg,1024,667,face,878,364,913,405
0_Parade_marchingband_1_535.jpg,1024,667,face,787,322,819,362
0_Parade_marchingband_1_535.jpg,1024,667,face,819,233,845,263
0_Parade_marchingband_1_535.jpg,1024,667,face,736,197,764,228
0_Parade_marchingband_1_535.jpg,1024,667,face,684,386,713,423
0_Parade_marchingband_1_535.jpg,1024,667,face,584,402,614,435
0_Parade_marchingband_1_535.jpg,1024,667,face,587,221,614,253
0_Parade_marchingband_1_535.jpg,1024,667,face,653,210,685,250
0_Parade_marchingband_1_535.jpg,1024,667,face,677,173,703,203
0_Parade_marchingband_1_535.jpg,1024,667,face,608,185,635,216
0_Parade_marchingband_1_535.jpg,1024,667,face,535,211,562,241
0_Parade_marchingband_1_535.jpg,1024,667,face,440,223,470,258
0_Parade_marchingband_1_535.jpg,1024,667,face,498,353,536,401
0_Parade_marchingband_1_535.jpg,1024,667,face,382,360,412,398
0_Parade_marchingband_1_535.jpg,1024,667,face,353,225,383,258
0_Parade_marchingband_1_535.jpg,1024,667,face,360,185,384,211
0_Parade_marchingband_1_535.jpg,1024,667,face,464,202,489,233
0_Parade_marchingband_1_535.jpg,1024,667,face,525,176,553,206
0_Parade_marchingband_1_535.jpg,1024,667,face,185,177,225,226
0_Parade_marchingband_1_535.jpg,1024,667,face,236,125,267,168
0_Parade_marchingband_1_535.jpg,1024,667,face,152,142,184,179
0_Parade_marchingband_1_535.jpg,1024,667,face,78,173,120,227
0_Parade_marchingband_1_535.jpg,1024,667,face,249,318,292,372
0_Parade_marchingband_1_535.jpg,1024,667,face,282,204,313,247
0_Parade_marchingband_1_535.jpg,1024,667,face,281,181,308,210
0_Parade_marchingband_1_535.jpg,1024,667,face,117,193,147,237
0_Parade_marchingband_1_535.jpg,1024,667,face,517,240,544,274
0_Parade_marchingband_1_563.jpg,1024,1530,face,310,851,731,1338
0_Parade_marchingband_1_601.jpg,1024,1366,face,293,413,370,517
0_Parade_marchingband_1_601.jpg,1024,1366,face,517,493,589,581
0_Parade_marchingband_1_601.jpg,1024,1366,face,747,512,824,589
0_Parade_marchingband_1_601.jpg,1024,1366,face,539,928,611,1013
0_Parade_marchingband_1_628.jpg,1024,683,face,138,448,230,572
0_Parade_marchingband_1_628.jpg,1024,683,face,182,294,262,388
0_Parade_marchingband_1_628.jpg,1024,683,face,316,232,370,296
0_Parade_marchingband_1_628.jpg,1024,683,face,442,230,500,294
0_Parade_marchingband_1_628.jpg,1024,683,face,576,214,642,278
0_Parade_marchingband_1_628.jpg,1024,683,face,738,262,814,358
0_Parade_marchingband_1_628.jpg,1024,683,face,956,368,1022,458
0_Parade_marchingband_1_630.jpg,1024,614,face,117,93,144,123
0_Parade_marchingband_1_630.jpg,1024,614,face,88,131,115,161
0_Parade_marchingband_1_630.jpg,1024,614,face,52,153,84,187
0_Parade_marchingband_1_630.jpg,1024,614,face,284,138,315,167
0_Parade_marchingband_1_630.jpg,1024,614,face,347,128,376,158
0_Parade_marchingband_1_630.jpg,1024,614,face,380,57,409,91
0_Parade_marchingband_1_630.jpg,1024,614,face,413,1,440,23
0_Parade_marchingband_1_630.jpg,1024,614,face,629,36,654,66
0_Parade_marchingband_1_630.jpg,1024,614,face,610,96,640,121
0_Parade_marchingband_1_630.jpg,1024,614,face,574,106,602,139
0_Parade_marchingband_1_630.jpg,1024,614,face,690,259,721,297
0_Parade_marchingband_1_630.jpg,1024,614,face,911,20,939,45
0_Parade_marchingband_1_630.jpg,1024,614,face,878,67,906,96
0_Parade_marchingband_1_630.jpg,1024,614,face,489,211,525,257
0_Parade_marchingband_1_639.jpg,1024,1509,face,121,342,428,699
0_Parade_marchingband_1_641.jpg,1024,1366,face,349,179,520,400
0_Parade_marchingband_1_657.jpg,1024,762,face,355,322,394,373
0_Parade_marchingband_1_657.jpg,1024,762,face,264,386,304,439
0_Parade_marchingband_1_657.jpg,1024,762,face,373,173,405,221
0_Parade_marchingband_1_657.jpg,1024,762,face,448,41,474,80
0_Parade_marchingband_1_657.jpg,1024,762,face,382,74,413,115
0_Parade_marchingband_1_657.jpg,1024,762,face,547,39,575,80
0_Parade_marchingband_1_657.jpg,1024,762,face,495,79,527,118
0_Parade_marchingband_1_657.jpg,1024,762,face,441,133,474,172
0_Parade_marchingband_1_657.jpg,1024,762,face,485,179,521,231
0_Parade_marchingband_1_657.jpg,1024,762,face,556,141,585,185
0_Parade_marchingband_1_657.jpg,1024,762,face,429,250,468,295
0_Parade_marchingband_1_657.jpg,1024,762,face,567,248,604,290
0_Parade_marchingband_1_657.jpg,1024,762,face,630,307,664,356
0_Parade_marchingband_1_657.jpg,1024,762,face,497,302,541,355
0_Parade_marchingband_1_657.jpg,1024,762,face,573,393,614,448
0_Parade_marchingband_1_657.jpg,1024,762,face,432,376,471,428
0_Parade_marchingband_1_657.jpg,1024,762,face,653,40,681,79
0_Parade_marchingband_1_657.jpg,1024,762,face,712,72,744,112
0_Parade_marchingband_1_657.jpg,1024,762,face,781,127,811,167
0_Parade_marchingband_1_657.jpg,1024,762,face,841,92,867,134
0_Parade_marchingband_1_657.jpg,1024,762,face,602,82,636,124
0_Parade_marchingband_1_657.jpg,1024,762,face,668,140,700,184
0_Parade_marchingband_1_657.jpg,1024,762,face,608,181,640,222
0_Parade_marchingband_1_657.jpg,1024,762,face,728,178,759,223
0_Parade_marchingband_1_657.jpg,1024,762,face,841,177,876,224
0_Parade_marchingband_1_657.jpg,1024,762,face,813,247,850,297
0_Parade_marchingband_1_657.jpg,1024,762,face,691,230,728,282
0_Parade_marchingband_1_657.jpg,1024,762,face,763,305,804,354
0_Parade_marchingband_1_657.jpg,1024,762,face,906,308,942,360
0_Parade_marchingband_1_657.jpg,1024,762,face,844,362,885,419
0_Parade_marchingband_1_657.jpg,1024,762,face,706,392,746,449
0_Parade_marchingband_1_657.jpg,1024,762,face,166,83,194,126
0_Parade_marchingband_1_657.jpg,1024,762,face,340,34,368,76
0_Parade_marchingband_1_657.jpg,1024,762,face,273,91,301,130
0_Parade_marchingband_1_657.jpg,1024,762,face,315,126,347,169
0_Parade_marchingband_1_657.jpg,1024,762,face,199,140,232,180
0_Parade_marchingband_1_657.jpg,1024,762,face,252,173,286,221
0_Parade_marchingband_1_657.jpg,1024,762,face,296,218,330,267
0_Parade_marchingband_1_657.jpg,1024,762,face,121,161,153,207
0_Parade_marchingband_1_657.jpg,1024,762,face,154,243,193,291
0_Parade_marchingband_1_657.jpg,1024,762,face,77,315,115,370
0_Parade_marchingband_1_657.jpg,1024,762,face,113,360,156,417
0_Parade_marchingband_1_657.jpg,1024,762,face,212,293,252,350
0_Parade_marchingband_1_688.jpg,1024,672,face,99,217,139,267
0_Parade_marchingband_1_688.jpg,1024,672,face,316,190,355,233
0_Parade_marchingband_1_688.jpg,1024,672,face,522,157,562,202
0_Parade_marchingband_1_688.jpg,1024,672,face,703,123,744,170
0_Parade_marchingband_1_688.jpg,1024,672,face,865,209,903,263
0_Parade_marchingband_1_702.jpg,1024,684,face,288,354,412,492
0_Parade_marchingband_1_702.jpg,1024,684,face,596,258,710,382
0_Parade_marchingband_1_702.jpg,1024,684,face,798,192,904,304
0_Parade_marchingband_1_702.jpg,1024,684,face,954,162,1024,280
0_Parade_marchingband_1_706.jpg,1024,1543,face,527,277,687,461
0_Parade_marchingband_1_706.jpg,1024,1543,face,142,458,262,581
0_Parade_marchingband_1_709.jpg,1024,1180,face,120,270,175,350
0_Parade_marchingband_1_709.jpg,1024,1180,face,170,295,217,366
0_Parade_marchingband_1_709.jpg,1024,1180,face,277,324,319,384
0_Parade_marchingband_1_709.jpg,1024,1180,face,238,454,292,535
0_Parade_marchingband_1_709.jpg,1024,1180,face,392,299,440,355
0_Parade_marchingband_1_709.jpg,1024,1180,face,570,266,613,335
0_Parade_marchingband_1_709.jpg,1024,1180,face,725,257,773,337
0_Parade_marchingband_1_709.jpg,1024,1180,face,367,436,419,507
0_Parade_marchingband_1_709.jpg,1024,1180,face,659,426,714,499
0_Parade_marchingband_1_709.jpg,1024,1180,face,783,308,842,388
0_Parade_marchingband_1_709.jpg,1024,1180,face,384,632,446,715
0_Parade_marchingband_1_709.jpg,1024,1180,face,642,655,709,741
0_Parade_marchingband_1_730.jpg,1024,681,face,24,137,65,186
0_Parade_marchingband_1_730.jpg,1024,681,face,142,130,197,195
0_Parade_marchingband_1_730.jpg,1024,681,face,253,173,292,223
0_Parade_marchingband_1_730.jpg,1024,681,face,323,144,365,189
0_Parade_marchingband_1_730.jpg,1024,681,face,501,197,541,251
0_Parade_marchingband_1_730.jpg,1024,681,face,556,195,599,252
0_Parade_marchingband_1_730.jpg,1024,681,face,607,201,644,252
0_Parade_marchingband_1_730.jpg,1024,681,face,652,147,692,194
0_Parade_marchingband_1_730.jpg,1024,681,face,847,174,889,222
0_Parade_marchingband_1_730.jpg,1024,681,face,912,211,954,264
0_Parade_marchingband_1_730.jpg,1024,681,face,994,180,1024,231
0_Parade_marchingband_1_731.jpg,1024,768,face,123,288,165,335
0_Parade_marchingband_1_731.jpg,1024,768,face,396,307,424,363
0_Parade_marchingband_1_731.jpg,1024,768,face,650,308,694,367
0_Parade_marchingband_1_731.jpg,1024,768,face,807,345,855,408
0_Parade_marchingband_1_732.jpg,1024,1845,face,415,112,563,310
0_Parade_marchingband_1_743.jpg,1024,684,face,350,256,502,432
0_Parade_marchingband_1_753.jpg,1024,683,face,112,302,168,382
0_Parade_marchingband_1_753.jpg,1024,683,face,292,258,356,330
0_Parade_marchingband_1_753.jpg,1024,683,face,740,242,826,336
0_Parade_marchingband_1_774.jpg,1024,881,face,211,306,284,400
0_Parade_marchingband_1_774.jpg,1024,881,face,973,349,1015,418
0_Parade_marchingband_1_783.jpg,1024,1384,face,113,265,197,411
0_Parade_marchingband_1_783.jpg,1024,1384,face,186,127,259,243
0_Parade_marchingband_1_783.jpg,1024,1384,face,767,208,821,284
0_Parade_marchingband_1_796.jpg,1024,1162,face,688,73,870,307
0_Parade_marchingband_1_801.jpg,1024,1371,face,322,432,397,561
0_Parade_marchingband_1_840.jpg,1024,821,face,734,112,836,226
0_Parade_marchingband_1_840.jpg,1024,821,face,404,266,478,360
0_Parade_marchingband_1_840.jpg,1024,821,face,80,294,142,380
0_Parade_marchingband_1_842.jpg,1024,768,face,350,332,426,426
0_Parade_marchingband_1_842.jpg,1024,768,face,524,284,602,376
0_Parade_marchingband_1_849.jpg,1024,1385,face,449,330,571,479
0_Parade_marchingband_1_873.jpg,1024,1413,face,439,182,624,436
0_Parade_marchingband_1_887.jpg,1024,768,face,330,182,512,408
0_Parade_marchingband_1_887.jpg,1024,768,face,206,122,294,232
0_Parade_marchingband_1_895.jpg,1024,681,face,168,268,272,408
0_Parade_marchingband_1_895.jpg,1024,681,face,318,200,410,318
0_Parade_marchingband_1_895.jpg,1024,681,face,512,142,622,278
0_Parade_marchingband_1_895.jpg,1024,681,face,650,62,768,222
0_Parade_marchingband_1_897.jpg,1024,1978,face,286,390,417,552
0_Parade_marchingband_1_897.jpg,1024,1978,face,549,321,688,464
0_Parade_marchingband_1_925.jpg,1024,1536,face,273,327,549,699
0_Parade_marchingband_1_930.jpg,1024,575,face,177,305,249,387
0_Parade_marchingband_1_930.jpg,1024,575,face,299,371,329,408
0_Parade_marchingband_1_930.jpg,1024,575,face,415,328,453,367
0_Parade_marchingband_1_930.jpg,1024,575,face,439,289,498,352
0_Parade_marchingband_1_930.jpg,1024,575,face,629,333,673,393
0_Parade_marchingband_1_930.jpg,1024,575,face,729,371,764,417
0_Parade_marchingband_1_930.jpg,1024,575,face,798,345,831,381
0_Parade_marchingband_1_930.jpg,1024,575,face,889,337,915,369
0_Parade_marchingband_1_930.jpg,1024,575,face,674,376,696,398
0_Parade_marchingband_1_931.jpg,1024,768,face,114,275,153,330
0_Parade_marchingband_1_931.jpg,1024,768,face,187,263,229,316
0_Parade_marchingband_1_931.jpg,1024,768,face,282,251,319,306
0_Parade_marchingband_1_931.jpg,1024,768,face,386,232,426,288
0_Parade_marchingband_1_931.jpg,1024,768,face,473,236,513,287
0_Parade_marchingband_1_931.jpg,1024,768,face,565,240,603,290
0_Parade_marchingband_1_931.jpg,1024,768,face,644,269,684,320
0_Parade_marchingband_1_931.jpg,1024,768,face,728,286,772,339
0_Parade_marchingband_1_931.jpg,1024,768,face,799,283,848,338
0_Parade_marchingband_1_931.jpg,1024,768,face,879,239,933,304
0_Parade_marchingband_1_933.jpg,1024,754,face,115,138,154,184
0_Parade_marchingband_1_933.jpg,1024,754,face,255,97,293,147
0_Parade_marchingband_1_933.jpg,1024,754,face,375,63,417,113
0_Parade_marchingband_1_933.jpg,1024,754,face,505,67,544,115
0_Parade_marchingband_1_933.jpg,1024,754,face,630,78,669,115
0_Parade_marchingband_1_933.jpg,1024,754,face,752,107,793,152
0_Parade_marchingband_1_933.jpg,1024,754,face,719,196,758,247
0_Parade_marchingband_1_933.jpg,1024,754,face,594,182,636,234
